time	N1	N2
246.800000	23.836836	40.751706
247.200000	25.649643	40.810576
247.600000	26.594742	40.871126
248.000000	27.029921	40.933434
248.400000	4.214750	5.491000
248.800000	7.233940	19.132927
249.200000	10.370586	36.471629
249.600000	13.644774	39.899877
250.000000	17.244382	40.109448
250.400000	20.762304	40.171705
250.800000	23.592771	40.228993
251.200000	25.397390	40.287503
251.600000	26.340367	40.347691
252.000000	26.775039	40.409650
252.400000	3.989250	5.637000
252.800000	6.869215	20.084017
253.200000	9.793849	38.162525
253.600000	12.833469	41.719145
254.000000	16.256292	41.933517
254.400000	19.664259	41.995142
254.800000	22.425495	42.051744
255.200000	24.188192	42.109602
255.600000	25.109163	42.169144
256.000000	25.533608	42.230449
256.400000	3.770250	5.991250
256.800000	6.327511	20.186746
257.200000	8.874754	38.130429
257.600000	11.498062	41.603974
258.000000	14.492137	41.823220
258.400000	17.521827	41.894564
258.800000	20.008069	41.961340
259.200000	21.607353	42.029680
259.600000	22.446089	42.100007
260.000000	22.833283	42.172406
260.400000	3.168500	6.528750
260.800000	5.384055	20.769930
261.200000	7.634429	38.023084
261.600000	10.003220	41.404995
262.000000	12.747922	41.621703
262.400000	15.580251	41.698356
262.800000	17.945732	41.771270
263.200000	19.484226	41.845936
263.600000	20.295606	41.922709
264.000000	20.671118	42.001666
264.400000	2.691750	6.267250
264.800000	4.701889	18.635721
265.200000	6.767060	35.647587
265.600000	8.920370	39.073737
266.000000	11.458389	39.301387
266.400000	14.121433	39.386981
266.800000	16.368132	39.469066
267.200000	17.837026	39.553214
267.600000	18.613600	39.639777
268.000000	18.973390	39.728834
268.400000	2.364000	6.235750
268.800000	4.207585	17.688328
269.200000	6.147023	33.678425
269.600000	8.251957	36.969706
270.000000	10.818712	37.197805
270.400000	13.557229	37.289197
270.800000	15.876963	37.377359
271.200000	17.392904	37.467736
271.600000	18.193622	37.560687
272.000000	18.564398	37.656296
272.400000	2.401500	5.201000
272.800000	4.229573	15.860264
273.200000	6.143739	31.391964
273.600000	8.177041	34.628394
274.000000	10.630598	34.846803
274.400000	13.244060	34.931721
274.800000	15.463222	35.013703
275.200000	16.917624	35.097886
275.600000	17.687253	35.184587
276.000000	18.043960	35.273885
276.400000	2.367500	4.821000
276.800000	4.347025	14.869141
277.200000	6.567883	30.481274
277.600000	9.037364	33.790905
278.000000	12.009902	34.009281
278.400000	15.134538	34.089401
278.800000	17.758638	34.166038
279.200000	19.467055	34.244641
279.600000	20.368089	34.325567
280.000000	20.785069	34.408897
280.400000	2.802750	4.775250
280.800000	5.062252	15.157492
281.200000	7.644392	30.494414
281.600000	10.549267	33.708546
282.000000	13.937086	33.919760
282.400000	17.361291	33.997498
282.800000	20.150970	34.071944
283.200000	21.935207	34.148292
283.600000	22.868078	34.226879
284.000000	23.298123	34.307786
284.400000	3.320250	4.745250
284.800000	5.952342	15.553813
285.200000	8.952737	31.590830
285.600000	12.275851	34.969192
286.000000	16.069044	35.181488
286.400000	19.825286	35.249573
286.800000	22.838969	35.313387
287.200000	24.748776	35.378750
287.600000	25.742639	35.446043
288.000000	26.199825	35.515345
288.400000	3.489000	4.844500
288.800000	6.295201	16.453525
289.200000	9.501540	33.050011
289.600000	13.059269	36.474932
290.000000	17.112704	36.682874
290.400000	21.145953	36.745679
290.800000	24.399460	36.804175
291.200000	26.467828	36.864081
291.600000	27.545797	36.925756
292.000000	28.041986	36.989273
292.400000	3.920500	5.086750
292.800000	6.926436	17.947729
293.200000	10.216151	35.447781
293.600000	13.766920	38.955747
294.000000	17.725739	39.165952
294.400000	21.596365	39.226509
294.800000	24.688934	39.282264
295.200000	26.647414	39.339270
295.600000	27.666713	39.397924
296.000000	28.135666	39.458301
296.400000	4.649750	5.182000
296.800000	8.038864	18.731264
297.200000	11.655187	35.973091
297.600000	15.454976	39.363418
298.000000	19.539863	39.568233
298.400000	23.404117	39.626105
298.800000	26.423581	39.678926
299.200000	28.313441	39.732875
299.600000	29.291775	39.788380
300.000000	29.740850	39.845522
300.400000	4.381750	5.980000
300.800000	7.452949	20.557603
301.200000	10.647695	38.235214
301.600000	13.994420	41.676778
302.000000	17.656305	41.883277
302.400000	21.187645	41.942420
302.800000	23.989088	41.996748
303.200000	25.758985	42.052241
303.600000	26.679615	42.109286
304.000000	27.103127	42.167956
304.400000	4.048000	5.784750
304.800000	6.944164	20.137642
305.200000	9.912829	38.508094
305.600000	13.026080	42.118680
306.000000	16.533048	42.332272
306.400000	20.006361	42.391097
306.800000	22.809323	42.444858
307.200000	24.595756	42.499825
307.600000	25.528645	42.556397
308.000000	25.958512	42.614646
308.400000	4.134000	5.962000
308.800000	6.955692	19.520642
309.200000	9.841815	37.355744
309.600000	12.809030	40.862458
310.000000	16.072354	41.078669
310.400000	19.279683	41.146692
310.800000	21.872330	41.210210
311.200000	23.529572	41.275165
311.600000	24.396584	41.341950
312.000000	24.796450	41.410642
312.400000	3.857000	6.290250
312.800000	6.537612	21.471137
313.200000	9.160583	39.449379
313.600000	11.840705	42.944125
314.000000	14.899236	43.155998
314.400000	18.023234	43.219967
314.800000	20.610878	43.279355
315.200000	22.284940	43.340108
315.600000	23.165397	43.402616
316.000000	23.572371	43.466957
316.400000	3.686500	6.359500
316.800000	6.260771	20.408660
317.200000	8.832215	37.845354
317.600000	11.464422	41.355987
318.000000	14.414912	41.578678
318.400000	17.371121	41.652219
318.800000	19.790726	41.721297
319.200000	21.347621	41.791974
319.600000	22.164675	41.864647
320.000000	22.542016	41.939394
320.400000	3.330750	6.175250
320.800000	5.711350	20.187037
321.200000	8.001914	38.328350
321.600000	10.287953	41.857650
322.000000	12.917553	42.081272
322.400000	15.636571	42.157032
322.800000	17.911299	42.228596
323.200000	19.392070	42.301815
323.600000	20.173346	42.377066
324.000000	20.535000	42.454427
324.400000	2.969250	6.108500
324.800000	5.263297	19.684046
325.200000	7.610976	36.921528
325.600000	10.065962	40.364944
326.000000	12.903842	40.585396
326.400000	15.834167	40.662705
326.800000	18.288664	40.736384
327.200000	19.889667	40.811937
327.600000	20.735516	40.889694
328.000000	21.127325	40.969726
328.400000	2.947000	5.916750
328.800000	5.135818	18.787301
329.200000	7.414575	35.252951
329.600000	9.872689	38.616305
330.000000	12.769946	38.831917
330.400000	15.767595	38.907128
330.800000	18.256354	38.978725
331.200000	19.864025	39.052144
331.600000	20.708188	39.127723
332.000000	21.098019	39.205536
332.400000	3.017500	5.621250
332.800000	5.320105	18.533967
333.200000	7.720737	35.857326
333.600000	10.266040	39.356527
334.000000	13.226704	39.575626
334.400000	16.271872	39.647210
334.800000	18.799702	39.714479
335.200000	20.436139	39.783382
335.600000	21.296975	39.854333
336.000000	21.694903	39.927424
336.400000	3.108000	5.807000
336.800000	5.479310	18.151038
337.200000	8.003003	34.787263
337.600000	10.714695	38.145137
338.000000	13.834696	38.366182
338.400000	16.997850	38.446643
338.800000	19.601268	38.523405
339.200000	21.280973	38.602049
339.600000	22.163574	38.682940
340.000000	22.571406	38.766155
340.400000	3.432750	5.439750
340.800000	5.875170	17.329410
341.200000	8.496012	33.764612
341.600000	11.264130	37.154995
342.000000	14.386004	37.372425
342.400000	17.526275	37.447002
342.800000	20.107498	37.517736
343.200000	21.773063	37.590256
343.600000	22.648373	37.664914
344.000000	23.052870	37.741784
344.400000	3.222750	5.086250
344.800000	5.799065	16.907632
345.200000	8.613896	33.702148
345.600000	11.655725	37.113033
346.000000	15.123760	37.324753
346.400000	18.616000	37.393504
346.800000	21.479523	37.458274
347.200000	23.323454	37.524654
347.600000	24.291463	37.592992
348.000000	24.738582	37.663363
348.400000	3.394750	5.366250
348.800000	6.011328	17.603342
349.200000	8.799359	34.263093
349.600000	11.760624	37.707727
350.000000	15.127177	37.926361
350.400000	18.507234	37.996914
350.800000	21.266271	38.063021
351.200000	23.035840	38.130697
351.600000	23.962560	38.200325
352.000000	24.390098	38.271980
352.400000	3.555750	5.254500
352.800000	6.167656	17.645743
353.200000	8.926532	34.484467
353.600000	11.824720	37.900841
354.000000	15.083469	38.111204
354.400000	18.362798	38.179162
354.800000	21.061656	38.243287
355.200000	22.804624	38.309037
355.600000	23.721016	38.376745
356.000000	24.144581	38.446480
356.400000	3.598250	5.138000
356.800000	6.330718	17.345797
357.200000	9.280162	34.574335
357.600000	12.405898	38.098472
358.000000	15.901971	38.318696
358.400000	19.361827	38.388685
358.800000	22.158680	38.454067
359.200000	23.942787	38.520976
